year,month,province,tmin
2024,7,Phitsanulok,23.566404715127703
2024,8,Phitsanulok,23.96168958742633
2024,9,Phitsanulok,23.358349705304523
2024,10,Phitsanulok,22.786051080550106
2024,11,Phitsanulok,20.054616895874265
2024,12,Phitsanulok,17.61375245579568
2024,1,Phra Nakhon Si Ayutthaya,21.83114754098361
2024,2,Phra Nakhon Si Ayutthaya,23.073770491803284
2024,3,Phra Nakhon Si Ayutthaya,24.34262295081968
2024,4,Phra Nakhon Si Ayutthaya,26.73606557377049
2024,5,Phra Nakhon Si Ayutthaya,25.60081967213115
2024,6,Phra Nakhon Si Ayutthaya,25.64918032786885
2024,7,Phra Nakhon Si Ayutthaya,24.641803278688528
2024,8,Phra Nakhon Si Ayutthaya,25.248360655737702
2024,9,Phra Nakhon Si Ayutthaya,24.8155737704918
2024,10,Phra Nakhon Si Ayutthaya,24.828688524590163
2024,11,Phra Nakhon Si Ayutthaya,23.93196721311476
2024,12,Phra Nakhon Si Ayutthaya,21.243442622950823
2024,1,Phrae,15.526708074534165
2024,2,Phrae,16.851552795031058
2024,3,Phrae,20.300621118012423
2024,4,Phrae,24.795962732919257
2024,5,Phrae,23.77826086956522
2024,6,Phrae,23.95590062111801
2024,7,Phrae,23.470186335403728
2024,8,Phrae,23.501242236024847
2024,9,Phrae,22.8804347826087
2024,10,Phrae,22.182608695652178
2024,11,Phrae,18.91987577639752
2024,12,Phrae,15.903726708074537
2024,1,Phuket,24.441666666666663
2024,2,Phuket,24.875
2024,3,Phuket,25.32916666666667
2024,4,Phuket,26.354166666666668
2024,5,Phuket,26.308333333333337
2024,6,Phuket,26.02916666666667
2024,7,Phuket,25.450000000000003
2024,8,Phuket,25.34583333333333
2024,9,Phuket,24.575000000000003
2024,10,Phuket,24.433333333333337
2024,11,Phuket,24.28333333333333
2024,12,Phuket,23.97083333333333
2024,1,Prachin Buri,20.89139344262296
2024,2,Prachin Buri,22.870901639344265
2024,3,Prachin Buri,23.78483606557377
2024,4,Prachin Buri,26.34426229508197
2024,5,Prachin Buri,25.0594262295082
2024,6,Prachin Buri,25.082786885245905
2024,7,Prachin Buri,24.284016393442627
2024,8,Prachin Buri,24.91475409836066
2024,9,Prachin Buri,24.208606557377053
2024,10,Prachin Buri,23.840573770491805
2024,11,Prachin Buri,22.179918032786887
2024,12,Prachin Buri,19.8672131147541
2024,1,Prachuap Khiri Khan,22.4032786885246
2024,2,Prachuap Khiri Khan,23.55737704918033
2024,3,Prachuap Khiri Khan,24.785901639344264
2024,4,Prachuap Khiri Khan,26.6344262295082
2024,5,Prachuap Khiri Khan,25.690163934426234
2024,6,Prachuap Khiri Khan,24.493442622950823
2024,7,Prachuap Khiri Khan,24.015737704918035
2024,8,Prachuap Khiri Khan,24.64918032786885
2024,9,Prachuap Khiri Khan,23.84393442622951
2024,10,Prachuap Khiri Khan,24.160000000000004
2024,11,Prachuap Khiri Khan,23.525245901639348
2024,12,Prachuap Khiri Khan,22.45606557377049
2024,1,Ranong,22.955696202531648
2024,2,Ranong,22.73987341772152
2024,3,Ranong,23.85886075949368
2024,4,Ranong,25.473417721518988
2024,5,Ranong,25.268354430379752
2024,6,Ranong,24.236708860759496
2024,7,Ranong,23.61455696202532
2024,8,Ranong,23.912025316455697
2024,9,Ranong,23.162025316455697
2024,10,Ranong,23.4
2024,11,Ranong,23.175949367088613
2024,12,Ranong,22.11075949367089
2024,1,Ratchaburi,21.2616
