province,year,month,wettest_quarter_month
Chumphon,2023,1,22.0
Chumphon,2023,2,49.0
Chumphon,2023,3,22.0
Chumphon,2023,4,34.0
Chumphon,2023,5,91.0
Chumphon,2023,6,187.0
Chumphon,2023,7,313.0
Chumphon,2023,8,211.0
Chumphon,2023,9,397.0
Chumphon,2023,10,331.0
Chumphon,2023,11,256.0
Chumphon,2023,12,67.0
Kalasin,2003,1,-2.0
Kalasin,2003,2,43.0
Kalasin,2003,3,76.0
Kalasin,2003,4,46.0
Kalasin,2003,5,139.0
Kalasin,2003,6,205.0
Kalasin,2003,7,136.0
Kalasin,2003,8,301.0
Kalasin,2003,9,334.0
Kalasin,2003,10,22.0
Kalasin,2003,11,-2.0
Kalasin,2003,12,-2.0
Kalasin,2004,1,4.0
Kalasin,2004,2,67.0
Kalasin,2004,3,28.0
Kalasin,2004,4,85.0
Kalasin,2004,5,220.0
Kalasin,2004,6,178.0
Kalasin,2004,7,337.0
Kalasin,2004,8,262.0
Kalasin,2004,9,166.0
Kalasin,2004,10,-2.0
Kalasin,2004,11,1.0
Kalasin,2004,12,-2.0
Kalasin,2005,1,-2.0
Kalasin,2005,2,1.0
Kalasin,2005,3,28.0
Kalasin,2005,4,49.0
Kalasin,2005,5,187.0
Kalasin,2005,6,187.0
Kalasin,2005,7,271.0
Kalasin,2005,8,256.0
Kalasin,2005,9,289.0
Kalasin,2005,10,19.0
Kalasin,2005,11,22.0
Kalasin,2005,12,-2.0
Kalasin,2006,1,-2.0
Kalasin,2006,2,16.0
Kalasin,2006,3,58.0
Kalasin,2006,4,76.0
Kalasin,2006,5,157.0
Kalasin,2006,6,160.0
Kalasin,2006,7,265.0
Kalasin,2006,8,262.0
Kalasin,2006,9,106.0
Kalasin,2006,10,190.0
Kalasin,2006,11,13.0
Kalasin,2006,12,-2.0
Kalasin,2007,1,1.0
Kalasin,2007,2,22.0
Kalasin,2007,3,43.0
Kalasin,2007,4,40.0
Kalasin,2007,5,205.0
Kalasin,2007,6,181.0
Kalasin,2007,7,145.0
Kalasin,2007,8,328.0
Kalasin,2007,9,205.0
Kalasin,2007,10,208.0
Kalasin,2007,11,7.0
Kalasin,2007,12,-2.0
Kalasin,2008,1,1.0
Kalasin,2008,2,7.0
Kalasin,2008,3,79.0
Kalasin,2008,4,100.0
Kalasin,2008,5,205.0
Kalasin,2008,6,235.0
Kalasin,2008,7,208.0
Kalasin,2008,8,211.0
Kalasin,2008,9,307.0
Kalasin,2008,10,91.0
Kalasin,2008,11,46.0
Kalasin,2008,12,1.0
Kalasin,2009,1,-2.0
Kalasin,2009,2,1.0
Kalasin,2009,3,64.0
Kalasin,2009,4,73.0
Kalasin,2009,5,247.0
Kalasin,2009,6,148.0
Kalasin,2009,7,241.0
Kalasin,2009,8,205.0
Kalasin,2009,9,196.0
Kalasin,2009,10,40.0
Kalasin,2009,11,1.0
Kalasin,2009,12,-2.0
Kalasin,2010,1,7.0
Kalasin,2010,2,16.0
Kalasin,2010,3,10.0
Kalasin,2010,4,52.0
Kalasin,2010,5,118.0
Kalasin,2010,6,172.0
Kalasin,2010,7,175.0
Kalasin,2010,8,412.0
Kalasin,2010,9,169.0
Kalasin,2010,10,124.0
Kalasin,2010,11,-2.0
Kalasin,2010,12,-2.0
Kalasin,2011,1,1.0
Kalasin,2011,2,19.0
Kalasin,2011,3,37.0
Kalasin,2011,4,103.0
Kalasin,2011,5,163.0
Kalasin,2011,6,181.0
Kalasin,2011,7,280.0
Kalasin,2011,8,343.0
Kalasin,2011,9,307.0
Kalasin,2011,10,151.0
Kalasin,2011,11,7.0
Kalasin,2011,12,-2.0
Kalasin,2012,1,4.0
Kalasin,2012,2,-2.0
Kalasin,2012,3,40.0
Kalasin,2012,4,40.0
Kalasin,2012,5,181.0
Kalasin,2012,6,154.0
Kalasin,2012,7,136.0
Kalasin,2012,8,181.0
Kalasin,2012,9,178.0
Kalasin,2012,10,76.0
Kalasin,2012,11,40.0
Kalasin,2012,12,-2.0
Kalasin,2013,1,7.0
Kalasin,2013,2,31.0
Kalasin,2013,3,49.0
Kalasin,2013,4,25.0
Kalasin,2013,5,103.0
Kalasin,2013,6,139.0
Kalasin,2013,7,241.0
Kalasin,2013,8,214.0
Kalasin,2013,9,259.0
Kalasin,2013,10,88.0
Kalasin,2013,11,1.0
Kalasin,2013,12,7.0
Kalasin,2014,1,-2.0
Kalasin,2014,2,-2.0
Kalasin,2014,3,16.0
Kalasin,2014,4,64.0
Kalasin,2014,5,100.0
Kalasin,2014,6,193.0
Kalasin,2014,7,211.0
Kalasin,2014,8,289.0
Kalasin,2014,9,184.0
Kalasin,2014,10,31.0
Kalasin,2014,11,10.0
Kalasin,2014,12,-2.0
Kalasin,2015,1,1.0
Kalasin,2015,2,28.0
Kalasin,2015,3,49.0
Kalasin,2015,4,28.0
Kalasin,2015,5,61.0
Kalasin,2015,6,97.0
Kalasin,2015,7,214.0
Kalasin,2015,8,211.0
Kalasin,2015,9,190.0
Kalasin,2015,10,97.0
Kalasin,2015,11,7.0
Kalasin,2015,12,-2.0
Kalasin,2016,1,13.0
Kalasin,2016,2,-2.0
Kalasin,2016,3,10.0
Kalasin,2016,4,31.0
Kalasin,2016,5,172.0
Kalasin,2016,6,154.0
Kalasin,2016,7,157.0
Kalasin,2016,8,154.0
Kalasin,2016,9,253.0
Kalasin,2016,10,91.0
Kalasin,2016,11,31.0
Kalasin,2016,12,4.0
Kalasin,2017,1,1.0
Kalasin,2017,2,7.0
Kalasin,2017,3,79.0
Kalasin,2017,4,88.0
Kalasin,2017,5,214.0
Kalasin,2017,6,247.0
Kalasin,2017,7,316.0
Kalasin,2017,8,262.0
Kalasin,2017,9,199.0
Kalasin,2017,10,112.0
Kalasin,2017,11,13.0
Kalasin,2017,12,7.0
Kalasin,2018,1,-2.0
Kalasin,2018,2,16.0
Kalasin,2018,3,61.0
Kalasin,2018,4,112.0
Kalasin,2018,5,148.0
Kalasin,2018,6,208.0
Kalasin,2018,7,199.0
Kalasin,2018,8,274.0
Kalasin,2018,9,160.0
Kalasin,2018,10,49.0
Kalasin,2018,11,4.0
Kalasin,2018,12,4.0
Kalasin,2019,1,1.0
Kalasin,2019,2,13.0
Kalasin,2019,3,10.0
Kalasin,2019,4,43.0
Kalasin,2019,5,223.0
Kalasin,2019,6,118.0
Kalasin,2019,7,151.0
Kalasin,2019,8,445.0
Kalasin,2019,9,244.0
Kalasin,2019,10,31.0
Kalasin,2019,11,4.0
Kalasin,2019,12,-2.0
Kalasin,2020,1,1.0
Kalasin,2020,2,-2.0
Kalasin,2020,3,52.0
Kalasin,2020,4,19.0
Kalasin,2020,5,109.0
Kalasin,2020,6,118.0
Kalasin,2020,7,154.0
Kalasin,2020,8,292.0
Kalasin,2020,9,226.0
Kalasin,2020,10,229.0
Kalasin,2020,11,7.0
Kalasin,2020,12,-2.0
Kalasin,2021,1,-2.0
Kalasin,2021,2,16.0
Kalasin,2021,3,19.0
Kalasin,2021,4,127.0
Kalasin,2021,5,85.0
Kalasin,2021,6,136.0
Kalasin,2021,7,259.0
Kalasin,2021,8,145.0
Kalasin,2021,9,301.0
Kalasin,2021,10,127.0
Kalasin,2021,11,1.0
Kalasin,2021,12,-2.0
Kalasin,2022,1,-2.0
Kalasin,2022,2,46.0
Kalasin,2022,3,73.0
Kalasin,2022,4,49.0
Kalasin,2022,5,187.0
Kalasin,2022,6,139.0
Kalasin,2022,7,265.0
Kalasin,2022,8,253.0
Kalasin,2022,9,286.0
Kalasin,2022,10,106.0
Kalasin,2022,11,28.0
Kalasin,2022,12,-2.0
Kalasin,2023,1,4.0
Kalasin,2023,2,10.0
Kalasin,2023,3,1.0
Kalasin,2023,4,28.0
Kalasin,2023,5,106.0
Kalasin,2023,6,187.0
Kalasin,2023,7,217.0
Kalasin,2023,8,211.0
Kalasin,2023,9,406.0
Kalasin,2023,10,106.0
Kalasin,2023,11,4.0
Kalasin,2023,12,-2.0
Kamphaeng Phet,2003,1,1.0
Kamphaeng Phet,2003,2,13.0
Kamphaeng Phet,2003,3,76.0
Kamphaeng Phet,2003,4,34.0
Kamphaeng Phet,2003,5,97.0
Kamphaeng Phet,2003,6,199.0
Kamphaeng Phet,2003,7,166.0
Kamphaeng Phet,2003,8,139.0
Kamphaeng Phet,2003,9,259.0
Kamphaeng Phet,2003,10,43.0
Kamphaeng Phet,2003,11,-2.0
Kamphaeng Phet,2003,12,-2.0
Kamphaeng Phet,2004,1,4.0
Kamphaeng Phet,2004,2,19.0
Kamphaeng Phet,2004,3,4.0
Kamphaeng Phet,2004,4,31.0
Kamphaeng Phet,2004,5,202.0
Kamphaeng Phet,2004,6,235.0
Kamphaeng Phet,2004,7,145.0
Kamphaeng Phet,2004,8,124.0
Kamphaeng Phet,2004,9,277.0
Kamphaeng Phet,2004,10,16.0
Kamphaeng Phet,2004,11,4.0
Kamphaeng Phet,2004,12,-2.0
Kamphaeng Phet,2005,1,1.0
Kamphaeng Phet,2005,2,4.0
Kamphaeng Phet,2005,3,28.0
Kamphaeng Phet,2005,4,82.0
Kamphaeng Phet,2005,5,61.0
Kamphaeng Phet,2005,6,175.0
Kamphaeng Phet,2005,7,142.0
Kamphaeng Phet,2005,8,160.0
Kamphaeng Phet,2005,9,307.0
Kamphaeng Phet,2005,10,97.0
Kamphaeng Phet,2005,11,61.0
Kamphaeng Phet,2005,12,4.0
Kamphaeng Phet,2006,1,-2.0
Kamphaeng Phet,2006,2,31.0
Kamphaeng Phet,2006,3,46.0
Kamphaeng Phet,2006,4,106.0
Kamphaeng Phet,2006,5,235.0
Kamphaeng Phet,2006,6,178.0
Kamphaeng Phet,2006,7,166.0
Kamphaeng Phet,2006,8,172.0
Kamphaeng Phet,2006,9,334.0
Kamphaeng Phet,2006,10,235.0
Kamphaeng Phet,2006,11,16.0
Kamphaeng Phet,2006,12,-2.0
Kamphaeng Phet,2007,1,-2.0
Kamphaeng Phet,2007,2,4.0
Kamphaeng Phet,2007,3,16.0
Kamphaeng Phet,2007,4,55.0
Kamphaeng Phet,2007,5,343.0
Kamphaeng Phet,2007,6,139.0
Kamphaeng Phet,2007,7,118.0
Kamphaeng Phet,2007,8,118.0
Kamphaeng Phet,2007,9,250.0
Kamphaeng Phet,2007,10,259.0
Kamphaeng Phet,2007,11,7.0
Kamphaeng Phet,2007,12,-2.0
Kamphaeng Phet,2008,1,4.0
Kamphaeng Phet,2008,2,40.0
Kamphaeng Phet,2008,3,10.0
Kamphaeng Phet,2008,4,85.0
Kamphaeng Phet,2008,5,184.0
Kamphaeng Phet,2008,6,118.0
Kamphaeng Phet,2008,7,127.0
Kamphaeng Phet,2008,8,148.0
Kamphaeng Phet,2008,9,310.0
Kamphaeng Phet,2008,10,268.0
Kamphaeng Phet,2008,11,73.0
Kamphaeng Phet,2008,12,10.0
Kamphaeng Phet,2009,1,-2.0
Kamphaeng Phet,2009,2,1.0
Kamphaeng Phet,2009,3,49.0
Kamphaeng Phet,2009,4,79.0
Kamphaeng Phet,2009,5,208.0
Kamphaeng Phet,2009,6,196.0
Kamphaeng Phet,2009,7,151.0
Kamphaeng Phet,2009,8,202.0
Kamphaeng Phet,2009,9,235.0
Kamphaeng Phet,2009,10,208.0
Kamphaeng Phet,2009,11,1.0
Kamphaeng Phet,2009,12,-2.0
Kamphaeng Phet,2010,1,16.0
Kamphaeng Phet,2010,2,1.0
Kamphaeng Phet,2010,3,4.0
Kamphaeng Phet,2010,4,31.0
Kamphaeng Phet,2010,5,61.0
Kamphaeng Phet,2010,6,193.0
Kamphaeng Phet,2010,7,205.0
Kamphaeng Phet,2010,8,208.0
Kamphaeng Phet,2010,9,220.0
Kamphaeng Phet,2010,10,271.0
Kamphaeng Phet,2010,11,-2.0
Kamphaeng Phet,2010,12,22.0
Kamphaeng Phet,2011,1,1.0
Kamphaeng Phet,2011,2,22.0
Kamphaeng Phet,2011,3,94.0
Kamphaeng Phet,2011,4,100.0
Kamphaeng Phet,2011,5,265.0
Kamphaeng Phet,2011,6,166.0
Kamphaeng Phet,2011,7,229.0
Kamphaeng Phet,2011,8,256.0
Kamphaeng Phet,2011,9,286.0
Kamphaeng Phet,2011,10,178.0
Kamphaeng Phet,2011,11,25.0
Kamphaeng Phet,2011,12,1.0
Kamphaeng Phet,2012,1,4.0
Kamphaeng Phet,2012,2,1.0
Kamphaeng Phet,2012,3,16.0
Kamphaeng Phet,2012,4,58.0
Kamphaeng Phet,2012,5,178.0
Kamphaeng Phet,2012,6,91.0
Kamphaeng Phet,2012,7,148.0
Kamphaeng Phet,2012,8,121.0
Kamphaeng Phet,2012,9,313.0
Kamphaeng Phet,2012,10,127.0
Kamphaeng Phet,2012,11,64.0
Kamphaeng Phet,2012,12,1.0
Kamphaeng Phet,2013,1,16.0
Kamphaeng Phet,2013,2,7.0
Kamphaeng Phet,2013,3,37.0
Kamphaeng Phet,2013,4,22.0
Kamphaeng Phet,2013,5,115.0
Kamphaeng Phet,2013,6,184.0
Kamphaeng Phet,2013,7,172.0
Kamphaeng Phet,2013,8,226.0
Kamphaeng Phet,2013,9,340.0
Kamphaeng Phet,2013,10,163.0
Kamphaeng Phet,2013,11,34.0
Kamphaeng Phet,2013,12,10.0
Kamphaeng Phet,2014,1,-2.0
Kamphaeng Phet,2014,2,-2.0
Kamphaeng Phet,2014,3,19.0
Kamphaeng Phet,2014,4,37.0
Kamphaeng Phet,2014,5,145.0
Kamphaeng Phet,2014,6,112.0
Kamphaeng Phet,2014,7,139.0
Kamphaeng Phet,2014,8,214.0
Kamphaeng Phet,2014,9,175.0
Kamphaeng Phet,2014,10,157.0
Kamphaeng Phet,2014,11,19.0
Kamphaeng Phet,2014,12,1.0
Kamphaeng Phet,2015,1,13.0
Kamphaeng Phet,2015,2,10.0
Kamphaeng Phet,2015,3,49.0
Kamphaeng Phet,2015,4,40.0
Kamphaeng Phet,2015,5,49.0
Kamphaeng Phet,2015,6,46.0
Kamphaeng Phet,2015,7,109.0
Kamphaeng Phet,2015,8,127.0
Kamphaeng Phet,2015,9,205.0
Kamphaeng Phet,2015,10,151.0
Kamphaeng Phet,2015,11,67.0
Kamphaeng Phet,2015,12,10.0
Kamphaeng Phet,2016,1,10.0
Kamphaeng Phet,2016,2,-2.0
Kamphaeng Phet,2016,3,4.0
Kamphaeng Phet,2016,4,13.0
Kamphaeng Phet,2016,5,166.0
Kamphaeng Phet,2016,6,133.0
Kamphaeng Phet,2016,7,145.0
Kamphaeng Phet,2016,8,172.0
Kamphaeng Phet,2016,9,256.0
Kamphaeng Phet,2016,10,283.0
Kamphaeng Phet,2016,11,157.0
Kamphaeng Phet,2016,12,1.0
Kamphaeng Phet,2017,1,13.0
Kamphaeng Phet,2017,2,7.0
Kamphaeng Phet,2017,3,46.0
Kamphaeng Phet,2017,4,52.0
Kamphaeng Phet,2017,5,340.0
Kamphaeng Phet,2017,6,244.0
Kamphaeng Phet,2017,7,154.0
Kamphaeng Phet,2017,8,217.0
Kamphaeng Phet,2017,9,247.0
Kamphaeng Phet,2017,10,271.0
Kamphaeng Phet,2017,11,25.0
Kamphaeng Phet,2017,12,28.0
Kamphaeng Phet,2018,1,1.0
Kamphaeng Phet,2018,2,22.0
Kamphaeng Phet,2018,3,16.0
Kamphaeng Phet,2018,4,82.0
Kamphaeng Phet,2018,5,190.0
Kamphaeng Phet,2018,6,142.0
Kamphaeng Phet,2018,7,142.0
Kamphaeng Phet,2018,8,169.0
Kamphaeng Phet,2018,9,148.0
Kamphaeng Phet,2018,10,142.0
Kamphaeng Phet,2018,11,25.0
Kamphaeng Phet,2018,12,13.0
Kamphaeng Phet,2019,1,16.0
Kamphaeng Phet,2019,2,16.0
Kamphaeng Phet,2019,3,10.0
Kamphaeng Phet,2019,4,10.0
Kamphaeng Phet,2019,5,130.0
Kamphaeng Phet,2019,6,124.0
Kamphaeng Phet,2019,7,133.0
Kamphaeng Phet,2019,8,352.0
Kamphaeng Phet,2019,9,178.0
Kamphaeng Phet,2019,10,61.0
Kamphaeng Phet,2019,11,28.0
Kamphaeng Phet,2019,12,1.0
Kamphaeng Phet,2020,1,-2.0
Kamphaeng Phet,2020,2,-2.0
Kamphaeng Phet,2020,3,4.0
Kamphaeng Phet,2020,4,40.0
Kamphaeng Phet,2020,5,73.0
Kamphaeng Phet,2020,6,115.0
Kamphaeng Phet,2020,7,91.0
Kamphaeng Phet,2020,8,190.0
Kamphaeng Phet,2020,9,268.0
Kamphaeng Phet,2020,10,229.0
Kamphaeng Phet,2020,11,10.0
Kamphaeng Phet,2020,12,-2.0
Kamphaeng Phet,2021,1,-2.0
Kamphaeng Phet,2021,2,4.0
Kamphaeng Phet,2021,3,13.0
Kamphaeng Phet,2021,4,184.0
Kamphaeng Phet,2021,5,91.0
Kamphaeng Phet,2021,6,124.0
Kamphaeng Phet,2021,7,172.0
Kamphaeng Phet,2021,8,157.0
Kamphaeng Phet,2021,9,328.0
Kamphaeng Phet,2021,10,217.0
Kamphaeng Phet,2021,11,13.0
Kamphaeng Phet,2021,12,1.0
Kamphaeng Phet,2022,1,1.0
Kamphaeng Phet,2022,2,61.0
Kamphaeng Phet,2022,3,55.0
Kamphaeng Phet,2022,4,28.0
Kamphaeng Phet,2022,5,229.0
Kamphaeng Phet,2022,6,73.0
Kamphaeng Phet,2022,7,139.0
Kamphaeng Phet,2022,8,184.0
Kamphaeng Phet,2022,9,310.0
Kamphaeng Phet,2022,10,118.0
Kamphaeng Phet,2022,11,67.0
Kamphaeng Phet,2022,12,1.0
Kamphaeng Phet,2023,1,-2.0
Kamphaeng Phet,2023,2,7.0
Kamphaeng Phet,2023,3,4.0
Kamphaeng Phet,2023,4,10.0
Kamphaeng Phet,2023,5,85.0
Kamphaeng Phet,2023,6,76.0
Kamphaeng Phet,2023,7,121.0
Kamphaeng Phet,2023,8,88.0
Kamphaeng Phet,2023,9,400.0
Kamphaeng Phet,2023,10,238.0
Kamphaeng Phet,2023,11,25.0
Kamphaeng Phet,2023,12,1.0
Kanchanaburi,2003,1,-2.0
Kanchanaburi,2003,2,13.0
Kanchanaburi,2003,3,133.0
Kanchanaburi,2003,4,64.0
Kanchanaburi,2003,5,166.0
Kanchanaburi,2003,6,469.0
Kanchanaburi,2003,7,424.0
Kanchanaburi,2003,8,250.0
Kanchanaburi,2003,9,340.0
Kanchanaburi,2003,10,127.0
Kanchanaburi,2003,11,-2.0
Kanchanaburi,2003,12,-2.0
Kanchanaburi,2004,1,16.0
Kanchanaburi,2004,2,28.0
Kanchanaburi,2004,3,4.0
Kanchanaburi,2004,4,61.0
Kanchanaburi,2004,5,238.0
Kanchanaburi,2004,6,361.0
Kanchanaburi,2004,7,280.0
Kanchanaburi,2004,8,274.0
Kanchanaburi,2004,9,319.0
Kanchanaburi,2004,10,40.0
Kanchanaburi,2004,11,7.0
Kanchanaburi,2004,12,-2.0
Kanchanaburi,2005,1,1.0
Kanchanaburi,2005,2,1.0
Kanchanaburi,2005,3,55.0
Kanchanaburi,2005,4,118.0
Kanchanaburi,2005,5,202.0
Kanchanaburi,2005,6,298.0
Kanchanaburi,2005,7,286.0
Kanchanaburi,2005,8,295.0
Kanchanaburi,2005,9,418.0
Kanchanaburi,2005,10,202.0
Kanchanaburi,2005,11,94.0
Kanchanaburi,2005,12,7.0
Kanchanaburi,2006,1,1.0
Kanchanaburi,2006,2,37.0
Kanchanaburi,2006,3,76.0
Kanchanaburi,2006,4,127.0
Kanchanaburi,2006,5,271.0
Kanchanaburi,2006,6,313.0
Kanchanaburi,2006,7,280.0
Kanchanaburi,2006,8,205.0
Kanchanaburi,2006,9,412.0
Kanchanaburi,2006,10,220.0
Kanchanaburi,2006,11,16.0
Kanchanaburi,2006,12,-2.0
Kanchanaburi,2007,1,10.0
Kanchanaburi,2007,2,1.0
Kanchanaburi,2007,3,16.0
Kanchanaburi,2007,4,127.0
Kanchanaburi,2007,5,439.0
Kanchanaburi,2007,6,337.0
Kanchanaburi,2007,7,331.0
Kanchanaburi,2007,8,202.0
Kanchanaburi,2007,9,247.0
Kanchanaburi,2007,10,226.0
Kanchanaburi,2007,11,13.0
Kanchanaburi,2007,12,1.0
Kanchanaburi,2008,1,4.0
Kanchanaburi,2008,2,31.0
Kanchanaburi,2008,3,31.0
Kanchanaburi,2008,4,130.0
Kanchanaburi,2008,5,241.0
Kanchanaburi,2008,6,370.0
Kanchanaburi,2008,7,337.0
Kanchanaburi,2008,8,274.0
Kanchanaburi,2008,9,385.0
Kanchanaburi,2008,10,274.0
Kanchanaburi,2008,11,64.0
Kanchanaburi,2008,12,1.0
Kanchanaburi,2009,1,-2.0
Kanchanaburi,2009,2,1.0
Kanchanaburi,2009,3,76.0
Kanchanaburi,2009,4,100.0
Kanchanaburi,2009,5,313.0
Kanchanaburi,2009,6,376.0
Kanchanaburi,2009,7,310.0
Kanchanaburi,2009,8,421.0
Kanchanaburi,2009,9,307.0
Kanchanaburi,2009,10,244.0
Kanchanaburi,2009,11,10.0
Kanchanaburi,2009,12,-2.0
Kanchanaburi,2010,1,10.0
Kanchanaburi,2010,2,1.0
Kanchanaburi,2010,3,10.0
Kanchanaburi,2010,4,31.0
Kanchanaburi,2010,5,148.0
Kanchanaburi,2010,6,391.0
Kanchanaburi,2010,7,403.0
Kanchanaburi,2010,8,427.0
Kanchanaburi,2010,9,349.0
Kanchanaburi,2010,10,319.0
Kanchanaburi,2010,11,1.0
Kanchanaburi,2010,12,10.0
Kanchanaburi,2011,1,-2.0
Kanchanaburi,2011,2,22.0
Kanchanaburi,2011,3,139.0
Kanchanaburi,2011,4,145.0
Kanchanaburi,2011,5,337.0
Kanchanaburi,2011,6,406.0
Kanchanaburi,2011,7,547.0
Kanchanaburi,2011,8,439.0
Kanchanaburi,2011,9,313.0
Kanchanaburi,2011,10,238.0
Kanchanaburi,2011,11,22.0
Kanchanaburi,2011,12,1.0
Kanchanaburi,2012,1,10.0
Kanchanaburi,2012,2,10.0
Kanchanaburi,2012,3,31.0
Kanchanaburi,2012,4,70.0
Kanchanaburi,2012,5,208.0
Kanchanaburi,2012,6,199.0
Kanchanaburi,2012,7,334.0
Kanchanaburi,2012,8,217.0
Kanchanaburi,2012,9,439.0
Kanchanaburi,2012,10,184.0
Kanchanaburi,2012,11,88.0
Kanchanaburi,2012,12,1.0
Kanchanaburi,2013,1,19.0
Kanchanaburi,2013,2,4.0
Kanchanaburi,2013,3,49.0
Kanchanaburi,2013,4,76.0
Kanchanaburi,2013,5,151.0
Kanchanaburi,2013,6,361.0
Kanchanaburi,2013,7,325.0
Kanchanaburi,2013,8,397.0
Kanchanaburi,2013,9,457.0
Kanchanaburi,2013,10,280.0
Kanchanaburi,2013,11,58.0
Kanchanaburi,2013,12,1.0
Kanchanaburi,2014,1,-2.0
Kanchanaburi,2014,2,1.0
Kanchanaburi,2014,3,37.0
Kanchanaburi,2014,4,34.0
Kanchanaburi,2014,5,157.0
Kanchanaburi,2014,6,304.0
Kanchanaburi,2014,7,244.0
Kanchanaburi,2014,8,385.0
Kanchanaburi,2014,9,211.0
Kanchanaburi,2014,10,211.0
Kanchanaburi,2014,11,28.0
Kanchanaburi,2014,12,7.0
Kanchanaburi,2015,1,7.0
Kanchanaburi,2015,2,10.0
Kanchanaburi,2015,3,61.0
Kanchanaburi,2015,4,88.0
Kanchanaburi,2015,5,82.0
Kanchanaburi,2015,6,199.0
Kanchanaburi,2015,7,253.0
Kanchanaburi,2015,8,277.0
Kanchanaburi,2015,9,370.0
Kanchanaburi,2015,10,211.0
Kanchanaburi,2015,11,58.0
Kanchanaburi,2015,12,13.0
Kanchanaburi,2016,1,4.0
Kanchanaburi,2016,2,1.0
Kanchanaburi,2016,3,25.0
Kanchanaburi,2016,4,31.0
Kanchanaburi,2016,5,193.0
Kanchanaburi,2016,6,265.0
Kanchanaburi,2016,7,265.0
Kanchanaburi,2016,8,322.0
Kanchanaburi,2016,9,364.0
Kanchanaburi,2016,10,340.0
Kanchanaburi,2016,11,133.0
Kanchanaburi,2016,12,1.0
Kanchanaburi,2017,1,22.0
Kanchanaburi,2017,2,13.0
Kanchanaburi,2017,3,76.0
Kanchanaburi,2017,4,58.0
Kanchanaburi,2017,5,466.0
Kanchanaburi,2017,6,406.0
Kanchanaburi,2017,7,328.0
Kanchanaburi,2017,8,400.0
Kanchanaburi,2017,9,355.0
Kanchanaburi,2017,10,301.0
Kanchanaburi,2017,11,46.0
Kanchanaburi,2017,12,22.0
Kanchanaburi,2018,1,4.0
Kanchanaburi,2018,2,28.0
Kanchanaburi,2018,3,37.0
Kanchanaburi,2018,4,160.0
Kanchanaburi,2018,5,199.0
Kanchanaburi,2018,6,271.0
Kanchanaburi,2018,7,331.0
Kanchanaburi,2018,8,373.0
Kanchanaburi,2018,9,250.0
Kanchanaburi,2018,10,193.0
Kanchanaburi,2018,11,43.0
Kanchanaburi,2018,12,10.0
Kanchanaburi,2019,1,13.0
Kanchanaburi,2019,2,13.0
Kanchanaburi,2019,3,16.0
Kanchanaburi,2019,4,49.0
Kanchanaburi,2019,5,166.0
Kanchanaburi,2019,6,358.0
Kanchanaburi,2019,7,250.0
Kanchanaburi,2019,8,622.0
Kanchanaburi,2019,9,301.0
Kanchanaburi,2019,10,127.0
Kanchanaburi,2019,11,37.0
Kanchanaburi,2019,12,1.0
Kanchanaburi,2020,1,1.0
Kanchanaburi,2020,2,-2.0
Kanchanaburi,2020,3,13.0
Kanchanaburi,2020,4,55.0
Kanchanaburi,2020,5,136.0
Kanchanaburi,2020,6,247.0
Kanchanaburi,2020,7,223.0
Kanchanaburi,2020,8,268.0
Kanchanaburi,2020,9,358.0
Kanchanaburi,2020,10,319.0
Kanchanaburi,2020,11,25.0
Kanchanaburi,2020,12,1.0
Kanchanaburi,2021,1,-2.0
Kanchanaburi,2021,2,4.0
Kanchanaburi,2021,3,31.0
Kanchanaburi,2021,4,196.0
Kanchanaburi,2021,5,166.0
Kanchanaburi,2021,6,292.0
Kanchanaburi,2021,7,409.0
Kanchanaburi,2021,8,259.0
Kanchanaburi,2021,9,481.0
Kanchanaburi,2021,10,304.0
Kanchanaburi,2021,11,46.0
Kanchanaburi,2021,12,1.0
Kanchanaburi,2022,1,4.0
Kanchanaburi,2022,2,61.0
Kanchanaburi,2022,3,124.0
Kanchanaburi,2022,4,40.0
Kanchanaburi,2022,5,382.0
Kanchanaburi,2022,6,184.0
Kanchanaburi,2022,7,289.0
Kanchanaburi,2022,8,325.0
Kanchanaburi,2022,9,328.0
Kanchanaburi,2022,10,193.0
Kanchanaburi,2022,11,91.0
Kanchanaburi,2022,12,1.0
Kanchanaburi,2023,1,1.0
Kanchanaburi,2023,2,25.0
Kanchanaburi,2023,3,7.0
Kanchanaburi,2023,4,28.0
Kanchanaburi,2023,5,112.0
Kanchanaburi,2023,6,166.0
Kanchanaburi,2023,7,214.0
Kanchanaburi,2023,8,130.0
Kanchanaburi,2023,9,451.0
Kanchanaburi,2023,10,346.0
Kanchanaburi,2023,11,46.0
Kanchanaburi,2023,12,1.0
Khon Kaen,2003,1,-2.0
Khon Kaen,2003,2,22.0
Khon Kaen,2003,3,100.0
Khon Kaen,2003,4,46.0
Khon Kaen,2003,5,112.0
Khon Kaen,2003,6,160.0
Khon Kaen,2003,7,103.0
Khon Kaen,2003,8,190.0
Khon Kaen,2003,9,277.0
Khon Kaen,2003,10,40.0
Khon Kaen,2003,11,-2.0
Khon Kaen,2003,12,-2.0
Khon Kaen,2004,1,7.0
Khon Kaen,2004,2,43.0
Khon Kaen,2004,3,16.0
Khon Kaen,2004,4,85.0
Khon Kaen,2004,5,184.0
Khon Kaen,2004,6,166.0
Khon Kaen,2004,7,217.0
Khon Kaen,2004,8,136.0
Khon Kaen,2004,9,148.0
Khon Kaen,2004,10,-2.0
