year,month,province,vpd
2003,3,Ratchaburi,1.55896
2003,4,Ratchaburi,1.67416
2003,5,Ratchaburi,1.25936
2003,6,Ratchaburi,1.11452
2003,7,Ratchaburi,0.92812
2003,8,Ratchaburi,0.96124
2003,9,Ratchaburi,0.82824
2003,10,Ratchaburi,0.8423200000000001
2003,11,Ratchaburi,1.21668
2003,12,Ratchaburi,1.23016
2003,1,Rayong,1.2475418994413408
2003,2,Rayong,1.175977653631285
2003,3,Rayong,1.1796648044692737
2003,4,Rayong,1.2760335195530723
2003,5,Rayong,1.0504469273743018
2003,6,Rayong,1.0415642458100558
2003,7,Rayong,0.877486033519553
2003,8,Rayong,0.886759776536313
2003,9,Rayong,0.7820111731843575
2003,10,Rayong,0.8724581005586591
2003,11,Rayong,1.2940782122905028
2003,12,Rayong,1.2912849162011173
2003,1,Roi Et,1.3498412698412698
2003,2,Roi Et,1.6408994708994709
2003,3,Roi Et,1.7955291005291003
2003,4,Roi Et,2.007857142857143
2003,5,Roi Et,1.5122751322751322
2003,6,Roi Et,1.1763756613756615
2003,7,Roi Et,1.0326455026455028
2003,8,Roi Et,0.9466402116402116
2003,9,Roi Et,0.8105026455026455
2003,10,Roi Et,1.0922222222222222
2003,11,Roi Et,1.3306613756613757
2003,12,Roi Et,1.171005291005291
2003,1,Sa Kaeo,1.3636503067484662
2003,2,Sa Kaeo,1.5738957055214724
2003,3,Sa Kaeo,1.5203374233128837
2003,4,Sa Kaeo,1.6173006134969323
2003,5,Sa Kaeo,1.1655521472392638
2003,6,Sa Kaeo,1.0368711656441718
