year,month,province,tmax
2024,8,Phrae,31.617391304347823
2024,9,Phrae,31.4832298136646
2024,10,Phrae,31.99378881987577
2024,11,Phrae,31.40807453416149
2024,12,Phrae,30.11335403726708
2024,1,Phuket,32.791666666666664
2024,2,Phuket,33.895833333333336
2024,3,Phuket,34.3625
2024,4,Phuket,34.733333333333334
2024,5,Phuket,33.516666666666666
2024,6,Phuket,32.50833333333333
2024,7,Phuket,31.64583333333333
2024,8,Phuket,31.59583333333333
2024,9,Phuket,30.883333333333336
2024,10,Phuket,31.166666666666668
2024,11,Phuket,31.39166666666667
2024,12,Phuket,31.45833333333333
2024,1,Prachin Buri,33.0422131147541
2024,2,Prachin Buri,34.83975409836066
2024,3,Prachin Buri,35.24590163934426
2024,4,Prachin Buri,37.38073770491804
2024,5,Prachin Buri,34.669262295081964
2024,6,Prachin Buri,33.71844262295082
2024,7,Prachin Buri,32.104918032786884
2024,8,Prachin Buri,32.46311475409836
2024,9,Prachin Buri,31.81188524590164
2024,10,Prachin Buri,31.8422131147541
2024,11,Prachin Buri,31.995901639344265
2024,12,Prachin Buri,30.762295081967213
2024,1,Prachuap Khiri Khan,31.60688524590164
2024,2,Prachuap Khiri Khan,33.1672131147541
2024,3,Prachuap Khiri Khan,34.10032786885246
2024,4,Prachuap Khiri Khan,35.91344262295082
2024,5,Prachuap Khiri Khan,34.27278688524591
2024,6,Prachuap Khiri Khan,32.517377049180325
2024,7,Prachuap Khiri Khan,31.34918032786885
2024,8,Prachuap Khiri Khan,32.12459016393443
2024,9,Prachuap Khiri Khan,31.68
2024,10,Prachuap Khiri Khan,31.67180327868852
2024,11,Prachuap Khiri Khan,31.56819672131148
2024,12,Prachuap Khiri Khan,30.84131147540984
2024,1,Ranong,32.94620253164557
2024,2,Ranong,33.99493670886076
2024,3,Ranong,35.09303797468354
2024,4,Ranong,35.87848101265823
2024,5,Ranong,34.00696202531646
2024,6,Ranong,31.66455696202532
2024,7,Ranong,30.81392405063292
2024,8,Ranong,31.10632911392405
2024,9,Ranong,30.60126582278481
2024,10,Ranong,31.02151898734177
2024,11,Ranong,31.227848101265824
2024,12,Ranong,30.835443037974684
2024,1,Ratchaburi,32.4532
2024,2,Ratchaburi,34.192
2024,3,Ratchaburi,35.3964
2024,4,Ratchaburi,36.6944
2024,5,Ratchaburi,34.5576
2024,6,Ratchaburi,32.7496
2024,7,Ratchaburi,31.6064
