year,month,province,tmin
2003,1,Bueng Kan,13.64368286
2003,2,Bueng Kan,16.96023018
2003,3,Bueng Kan,18.98028133
2003,4,Bueng Kan,22.17805627
2003,5,Bueng Kan,24.08754476
2003,6,Bueng Kan,24.80616368
2003,7,Bueng Kan,25.13797954
2003,8,Bueng Kan,25.02179028
2003,9,Bueng Kan,23.46849105
2003,10,Bueng Kan,21.2168798
2003,11,Bueng Kan,17.98629156
2003,12,Bueng Kan,14.48498721
2004,1,Bueng Kan,13.80496164
2004,2,Bueng Kan,15.55516624
2004,3,Bueng Kan,19.5770844
2004,4,Bueng Kan,22.05179028
2004,5,Bueng Kan,23.85191816
2004,6,Bueng Kan,24.73411765
2004,7,Bueng Kan,24.80404092
2004,8,Bueng Kan,25.02207161
2004,9,Bueng Kan,23.54554987
2004,10,Bueng Kan,19.94207161
2004,11,Bueng Kan,17.78048593
2004,12,Bueng Kan,12.80631714
2005,1,Bueng Kan,14.09511509
2005,2,Bueng Kan,17.45636829
2005,3,Bueng Kan,18.7268798
2005,4,Bueng Kan,22.17227621
2005,5,Bueng Kan,24.55925831
2005,6,Bueng Kan,25.73693095
2005,7,Bueng Kan,25.2570844
2005,8,Bueng Kan,24.78278772
2005,9,Bueng Kan,23.77237852
2005,10,Bueng Kan,20.72084399
2005,11,Bueng Kan,18.70588235
2005,12,Bueng Kan,15.12767263
2006,1,Bueng Kan,13.47511509
2006,2,Bueng Kan,16.84268542
2006,3,Bueng Kan,19.52411765
2006,4,Bueng Kan,21.26378517
2006,5,Bueng Kan,22.38616368
2006,6,Bueng Kan,24.49652174
