year,month,province,ws
2023,7,Nakhon Phanom,1.2996376811594204
2023,8,Nakhon Phanom,1.6822463768115945
2023,9,Nakhon Phanom,1.3572463768115943
2023,10,Nakhon Phanom,1.4717391304347829
2023,11,Nakhon Phanom,1.2630434782608695
2023,12,Nakhon Phanom,1.6090579710144928
2023,1,Nakhon Ratchasima,2.07656405163853
2023,2,Nakhon Ratchasima,1.6674280039721945
2023,3,Nakhon Ratchasima,1.7781529294935454
2023,4,Nakhon Ratchasima,1.484508440913605
2023,5,Nakhon Ratchasima,1.2241310824230387
2023,6,Nakhon Ratchasima,1.3524329692154915
2023,7,Nakhon Ratchasima,1.4119165839126118
2023,8,Nakhon Ratchasima,1.717974180734856
2023,9,Nakhon Ratchasima,1.2704071499503475
2023,10,Nakhon Ratchasima,1.0882820258192651
2023,11,Nakhon Ratchasima,1.4234359483614698
2023,12,Nakhon Ratchasima,1.6936444885799404
2023,1,Nakhon Sawan,1.2246753246753248
2023,2,Nakhon Sawan,1.1900432900432902
2023,3,Nakhon Sawan,1.1694805194805196
2023,4,Nakhon Sawan,1.2175324675324677
2023,5,Nakhon Sawan,0.8311688311688312
2023,6,Nakhon Sawan,1.0902597402597405
2023,7,Nakhon Sawan,1.1997835497835498
2023,8,Nakhon Sawan,1.3707792207792209
2023,9,Nakhon Sawan,1.2281385281385282
2023,10,Nakhon Sawan,0.7766233766233767
2023,11,Nakhon Sawan,0.8787878787878788
2023,12,Nakhon Sawan,1.0586580086580086
2023,1,Nakhon Si Thammarat,1.407659574468085
2023,2,Nakhon Si Thammarat,1.7740425531914894
2023,3,Nakhon Si Thammarat,1.6189361702127658
2023,4,Nakhon Si Thammarat,1.127659574468085
2023,5,Nakhon Si Thammarat,1.628936170212766
2023,6,Nakhon Si Thammarat,1.3936170212765957
2023,7,Nakhon Si Thammarat,1.828723404255319
2023,8,Nakhon Si Thammarat,1.7427659574468086
2023,9,Nakhon Si Thammarat,1.2508510638297872
2023,10,Nakhon Si Thammarat,0.8476595744680852
2023,11,Nakhon Si Thammarat,1.1461702127659577
2023,12,Nakhon Si Thammarat,1.597659574468085
2023,1,Nan,1.1624790619765497
2023,2,Nan,1.400502512562814
2023,3,Nan,1.3068676716917924
2023,4,Nan,1.8512562814070352
2023,5,Nan,1.726465661641541
2023,6,Nan,1.6154103852596315
2023,7,Nan,1.482747068676717
2023,8,Nan,1.5266331658291457
2023,9,Nan,1.1361809045226132
2023,10,Nan,1.156951423785595
2023,11,Nan,1.1465661641541038
2023,12,Nan,1.1120603015075377
2023,1,Narathiwat,1.69377990430622
2023,2,Narathiwat,2.020574162679426
2023,3,Narathiwat,2.068421052631579
2023,4,Narathiwat,1.4430622009569378
2023,5,Narathiwat,1.7645933014354067
2023,6,Narathiwat,1.6751196172248806
2023,7,Narathiwat,1.9468899521531104
2023,8,Narathiwat,1.867464114832536
2023,9,Narathiwat,1.6133971291866027
2023,10,Narathiwat,1.0760765550239235
2023,11,Narathiwat,1.0669856459330145
2023,12,Narathiwat,1.9784688995215312
2023,1,Nong Bua Lam Phu,1.5676767676767676
2023,2,Nong Bua Lam Phu,1.5954545454545457
2023,3,Nong Bua Lam Phu,1.602525252525253
2023,4,Nong Bua Lam Phu,1.7464646464646465
