year,month,province,tmax
2023,4,Phatthalung,34.66777777777778
2023,5,Phatthalung,33.77055555555555
2023,6,Phatthalung,33.46055555555556
2023,7,Phatthalung,33.04777777777778
2023,8,Phatthalung,33.07555555555555
2023,9,Phatthalung,31.897222222222226
2023,10,Phatthalung,32.08888888888889
2023,11,Phatthalung,30.73166666666667
2023,12,Phatthalung,31.27555555555556
2023,1,Phayao,28.86786885245902
2023,2,Phayao,32.517377049180325
2023,3,Phayao,34.318360655737706
2023,4,Phayao,37.32295081967213
2023,5,Phayao,35.0311475409836
2023,6,Phayao,32.83016393442623
2023,7,Phayao,32.11868852459017
2023,8,Phayao,30.97016393442623
2023,9,Phayao,31.214754098360658
2023,10,Phayao,31.39672131147541
2023,11,Phayao,30.75409836065574
2023,12,Phayao,30.47934426229508
2023,1,Phetchabun,30.331456953642384
2023,2,Phetchabun,32.82913907284768
2023,3,Phetchabun,34.842384105960264
2023,4,Phetchabun,36.89586092715232
2023,5,Phetchabun,35.348509933774835
2023,6,Phetchabun,33.325
2023,7,Phetchabun,32.721688741721856
2023,8,Phetchabun,31.90794701986756
2023,9,Phetchabun,31.47798013245033
2023,10,Phetchabun,32.007284768211925
2023,11,Phetchabun,32.06523178807947
2023,12,Phetchabun,32.03973509933775
2023,1,Phetchaburi,29.546644295302013
2023,2,Phetchaburi,31.128523489932885
2023,3,Phetchaburi,32.44563758389261
2023,4,Phetchaburi,34.20838926174497
2023,5,Phetchaburi,33.89228187919463
2023,6,Phetchaburi,32.14630872483222
2023,7,Phetchaburi,31.22986577181208
2023,8,Phetchaburi,31.58758389261745
2023,9,Phetchaburi,30.98557046979865
2023,10,Phetchaburi,31.010738255033555
2023,11,Phetchaburi,30.518456375838927
2023,12,Phetchaburi,30.4996644295302
2023,1,Phichit,31.33364485981308
2023,2,Phichit,33.78785046728972
2023,3,Phichit,35.91401869158879
2023,4,Phichit,38.66214953271028
2023,5,Phichit,36.501869158878506
2023,6,Phichit,34.895794392523364
2023,7,Phichit,34.149532710280376
2023,8,Phichit,33.59626168224299
2023,9,Phichit,32.606542056074765
2023,10,Phichit,32.867757009345794
2023,11,Phichit,33.254672897196265
2023,12,Phichit,33.39719626168225
2023,1,Phitsanulok,29.99901768172888
2023,2,Phitsanulok,32.90982318271119
2023,3,Phitsanulok,34.803143418467585
2023,4,Phitsanulok,37.193909626719055
2023,5,Phitsanulok,35.28153241650295
2023,6,Phitsanulok,33.39567779960708
2023,7,Phitsanulok,32.85795677799607
2023,8,Phitsanulok,32.070530451866404
2023,9,Phitsanulok,31.517878192534383
2023,10,Phitsanulok,31.84734774066797
2023,11,Phitsanulok,31.87897838899804
2023,12,Phitsanulok,31.753241650294694
2023,1,Phra Nakhon Si Ayutthaya,31.209016393442624
2023,2,Phra Nakhon Si Ayutthaya,33.450819672131146
2023,3,Phra Nakhon Si Ayutthaya,34.911475409836065
2023,4,Phra Nakhon Si Ayutthaya,36.91639344262296
2023,5,Phra Nakhon Si Ayutthaya,36.61229508196721
2023,6,Phra Nakhon Si Ayutthaya,35.072131147540986
2023,7,Phra Nakhon Si Ayutthaya,34.14426229508197
2023,8,Phra Nakhon Si Ayutthaya,33.98196721311475
2023,9,Phra Nakhon Si Ayutthaya,32.582786885245895
2023,10,Phra Nakhon Si Ayutthaya,32.527868852459015
2023,11,Phra Nakhon Si Ayutthaya,32.40573770491804
2023,12,Phra Nakhon Si Ayutthaya,32.69754098360656
2023,1,Phrae,29.77080745341615
2023,2,Phrae,33.01304347826087
2023,3,Phrae,35.24409937888199
2023,4,Phrae,37.81335403726708
2023,5,Phrae,35.06863354037267
2023,6,Phrae,33.163354037267084
2023,7,Phrae,32.678260869565214
2023,8,Phrae,31.78664596273292
2023,9,Phrae,31.46366459627329
2023,10,Phrae,31.6111801242236
2023,11,Phrae,31.720496894409937
2023,12,Phrae,31.333229813664595
2023,1,Phuket,31.77916666666667
2023,2,Phuket,32.9
2023,3,Phuket,33.42083333333333
2023,4,Phuket,33.9
2023,5,Phuket,32.80833333333333
2023,6,Phuket,32.09583333333334
2023,7,Phuket,31.47083333333333
2023,8,Phuket,31.55416666666667
2023,9,Phuket,31.15833333333333
2023,10,Phuket,31.09583333333333
2023,11,Phuket,31.329166666666666
2023,12,Phuket,31.950000000000003
2023,1,Prachin Buri,31.075
2023,2,Prachin Buri,33.5516393442623
2023,3,Prachin Buri,34.71926229508197
2023,4,Prachin Buri,35.924590163934425
2023,5,Prachin Buri,35.09057377049181
2023,6,Prachin Buri,33.54672131147541
2023,7,Prachin Buri,32.84385245901639
2023,8,Prachin Buri,32.50286885245902
2023,9,Prachin Buri,31.85081967213115
2023,10,Prachin Buri,32.01065573770492
2023,11,Prachin Buri,31.64180327868853
2023,12,Prachin Buri,31.978688524590165
2023,1,Prachuap Khiri Khan,30.351147540983607
2023,2,Prachuap Khiri Khan,31.798032786885244
2023,3,Prachuap Khiri Khan,32.70622950819672
2023,4,Prachuap Khiri Khan,34.77967213114754
2023,5,Prachuap Khiri Khan,34.37770491803279
2023,6,Prachuap Khiri Khan,32.52754098360656
2023,7,Prachuap Khiri Khan,31.645901639344263
2023,8,Prachuap Khiri Khan,31.92885245901639
2023,9,Prachuap Khiri Khan,31.4488524590164
2023,10,Prachuap Khiri Khan,31.357049180327863
2023,11,Prachuap Khiri Khan,31.06196721311475
2023,12,Prachuap Khiri Khan,31.23934426229508
2023,1,Ranong,31.53670886075949
2023,2,Ranong,33.09050632911393
2023,3,Ranong,34.027848101265825
2023,4,Ranong,34.551898734177215
2023,5,Ranong,33.3506329113924
2023,6,Ranong,30.989873417721515
2023,7,Ranong,30.84683544303797
2023,8,Ranong,30.75506329113924
2023,9,Ranong,30.468354430379748
2023,10,Ranong,30.96392405063291
2023,11,Ranong,31.04683544303797
2023,12,Ranong,31.81012658227848
2023,1,Ratchaburi,30.7748
2023,2,Ratchaburi,32.488
2023,3,Ratchaburi,33.8552
2023,4,Ratchaburi,35.594800000000006
2023,5,Ratchaburi,34.9688
2023,6,Ratchaburi,32.7336
2023,7,Ratchaburi,32.2428
2023,8,Ratchaburi,32.4664
2023,9,Ratchaburi,31.8168
2023,10,Ratchaburi,31.7472
2023,11,Ratchaburi,31.257600000000004
2023,12,Ratchaburi,31.5852
2023,1,Rayong,32.002234636871506
2023,2,Rayong,32.90167597765363
2023,3,Rayong,33.71284916201117
2023,4,Rayong,35.02737430167598
2023,5,Rayong,34.510055865921785
2023,6,Rayong,33.154748603351955
2023,7,Rayong,32.4340782122905
2023,8,Rayong,32.73575418994413
2023,9,Rayong,32.171508379888266
2023,10,Rayong,32.35083798882682
2023,11,Rayong,32.63519553072626
2023,12,Rayong,33.09329608938548
2023,1,Roi Et,29.12830687830688
2023,2,Roi Et,33.30238095238095
2023,3,Roi Et,34.912433862433865
2023,4,Roi Et,37.67830687830688
2023,5,Roi Et,35.78756613756614
2023,6,Roi Et,33.473544973544975
2023,7,Roi Et,33.028571428571425
2023,8,Roi Et,32.606084656084654
2023,9,Roi Et,31.55132275132275
2023,10,Roi Et,32.67566137566138
2023,11,Roi Et,32.48888888888889
2023,12,Roi Et,31.73492063492064
2023,1,Sa Kaeo,31.60122699386503
2023,2,Sa Kaeo,34.26687116564417
2023,3,Sa Kaeo,35.184969325153375
2023,4,Sa Kaeo,36.66257668711656
2023,5,Sa Kaeo,35.34877300613497
2023,6,Sa Kaeo,33.76196319018405
2023,7,Sa Kaeo,33.06226993865031
2023,8,Sa Kaeo,33.06932515337424
2023,9,Sa Kaeo,31.991717791411045
2023,10,Sa Kaeo,32.28435582822085
2023,11,Sa Kaeo,31.78895705521472
2023,12,Sa Kaeo,32.06748466257669
2023,1,Sakon Nakhon,27.90539956803456
2023,2,Sakon Nakhon,31.4049676025918
2023,3,Sakon Nakhon,33.56544276457883
2023,4,Sakon Nakhon,36.36133909287257
2023,5,Sakon Nakhon,35.78228941684665
2023,6,Sakon Nakhon,33.35615550755939
2023,7,Sakon Nakhon,32.663066954643625
2023,8,Sakon Nakhon,31.763066954643627
2023,9,Sakon Nakhon,31.21187904967603
2023,10,Sakon Nakhon,31.96004319654428
2023,11,Sakon Nakhon,31.48120950323974
2023,12,Sakon Nakhon,29.95658747300216
2023,1,Samut Prakan,31.221739130434784
2023,2,Samut Prakan,32.5
2023,3,Samut Prakan,33.52608695652174
2023,4,Samut Prakan,35.369565217391305
